time_of_day,day_of_week,road_name,vehicle_count,avg_speed,rainfall,holiday,incident,weather,congestion_level
7,4,MG Road,242,37.58,0.0,0,0,Clear,Low
23,1,Sarjapur Road,244,33.55,20.03,0,0,Heavy Rain,Low
21,5,Whitefield Main Road,360,35.23,5.84,1,0,Rainy,Low
6,1,Electronic City Flyover,196,28.89,45.77,0,0,Heavy Rain,Medium
3,4,Sarjapur Road,210,37.9,0.0,0,0,Cloudy,Low
12,4,Whitefield Main Road,225,37.75,0.0,0,0,Clear,Low
0,4,Whitefield Main Road,178,38.22,0.0,1,0,Cloudy,Low
11,0,MG Road,603,31.67,11.52,0,0,Rainy,Low
16,3,Whitefield Main Road,288,35.1,10.11,0,0,Rainy,Low
15,2,Bannerghatta Road,195,38.05,0.0,0,0,Cloudy,Low
6,0,Whitefield Main Road,159,36.08,11.64,1,0,Rainy,Low
5,6,Indiranagar 100ft Road,161,37.01,6.88,1,0,Rainy,Low
15,2,Indiranagar 100ft Road,254,37.46,0.0,0,0,Clear,Low
6,3,Outer Ring Road,175,38.25,0.0,0,0,Clear,Low
22,6,Whitefield Main Road,147,38.53,0.0,1,0,Clear,Low
13,0,Bannerghatta Road,267,34.32,15.04,0,0,Rainy,Low
10,6,Electronic City Flyover,379,34.52,8.45,1,0,Rainy,Low
4,0,Bannerghatta Road,164,30.62,38.69,0,0,Heavy Rain,Low
5,5,Outer Ring Road,133,38.67,0.0,1,0,Clear,Low
4,6,Outer Ring Road,166,36.41,9.63,1,0,Rainy,Low
14,5,Sarjapur Road,177,38.23,0.0,1,0,Clear,Low
8,1,MG Road,571,27.09,36.02,0,0,Heavy Rain,Medium
11,2,Sarjapur Road,564,32.53,9.17,0,0,Rainy,Low
12,0,Sarjapur Road,216,37.84,0.0,0,0,Cloudy,Low
12,6,Electronic City Flyover,126,32.69,30.26,1,0,Heavy Rain,Low
14,3,Outer Ring Road,255,37.45,0.0,0,0,Clear,Low
12,3,Brigade Road,221,30.38,37.04,0,0,Heavy Rain,Low
3,0,Sarjapur Road,266,37.34,0.0,0,0,Clear,Low
0,6,Whitefield Main Road,166,38.34,0.0,1,0,Clear,Low
1,4,Brigade Road,170,38.3,0.0,0,0,Clear,Low
21,6,Outer Ring Road,393,27.46,43.05,1,0,Heavy Rain,Medium
8,0,Indiranagar 100ft Road,717,17.83,0.0,0,1,Clear,Medium
6,1,Sarjapur Road,228,37.72,0.0,0,0,Clear,Low
19,2,Bannerghatta Road,434,35.66,0.0,0,0,Cloudy,Low
18,6,Hebbal Flyover,301,30.11,34.38,1,0,Heavy Rain,Low
5,0,Silk Board Junction,283,32.15,25.1,0,0,Heavy Rain,Low
15,6,Electronic City Flyover,128,35.82,14.51,1,0,Rainy,Low
1,2,Sarjapur Road,202,37.98,0.0,0,0,Cloudy,Low
17,4,Hebbal Flyover,659,33.41,0.0,0,0,Clear,Low
19,4,Brigade Road,529,34.71,0.0,0,0,Clear,Low
5,4,Brigade Road,257,37.43,0.0,0,0,Cloudy,Low
11,6,Outer Ring Road,265,37.35,0.0,1,0,Cloudy,Low
19,0,Hebbal Flyover,457,35.43,0.0,0,0,Clear,Low
0,2,Electronic City Flyover,175,38.25,0.0,0,0,Clear,Low
0,5,Bannerghatta Road,105,38.95,0.0,1,0,Cloudy,Low
16,6,Whitefield Main Road,175,38.25,0.0,1,0,Clear,Low
4,2,Bannerghatta Road,181,36.91,6.42,0,0,Rainy,Low
14,6,Silk Board Junction,139,38.61,0.0,1,0,Clear,Low
22,3,Hebbal Flyover,252,37.48,0.0,0,0,Clear,Low
17,6,Silk Board Junction,377,34.18,10.24,1,0,Rainy,Low
4,2,Hebbal Flyover,268,34.37,14.75,0,0,Rainy,Low
17,3,Outer Ring Road,678,33.22,0.0,0,0,Clear,Low
18,0,Hebbal Flyover,497,35.03,0.0,0,0,Clear,Low
14,2,Whitefield Main Road,169,38.31,0.0,0,0,Clear,Low
4,1,Brigade Road,258,37.42,0.0,0,0,Cloudy,Low
20,0,Hebbal Flyover,404,35.96,0.0,0,0,Clear,Low
14,6,Hebbal Flyover,168,30.71,38.03,1,0,Heavy Rain,Low
13,0,Bannerghatta Road,473,13.29,34.88,0,1,Heavy Rain,High
18,3,Indiranagar 100ft Road,491,35.09,0.0,0,0,Cloudy,Low
6,3,Hebbal Flyover,269,37.31,0.0,0,0,Cloudy,Low
0,2,Silk Board Junction,241,37.59,0.0,0,0,Cloudy,Low
0,5,Electronic City Flyover,127,37.71,5.09,1,0,Rainy,Low
21,2,Electronic City Flyover,279,37.21,0.0,1,0,Cloudy,Low
22,2,Sarjapur Road,250,36.24,6.31,0,0,Rainy,Low
9,5,Brigade Road,265,35.67,8.4,1,0,Rainy,Low
11,5,Brigade Road,361,28.81,37.88,1,0,Heavy Rain,Medium
13,6,Sarjapur Road,175,28.59,48.32,1,0,Heavy Rain,Medium
2,3,Electronic City Flyover,225,37.75,0.0,0,0,Cloudy,Low
9,4,Silk Board Junction,537,12.79,34.18,1,1,Heavy Rain,High
10,4,Outer Ring Road,556,27.31,35.65,0,0,Heavy Rain,Medium
0,2,Hebbal Flyover,234,33.54,20.59,0,0,Heavy Rain,Low
0,0,Electronic City Flyover,205,37.95,0.0,0,0,Clear,Low
3,0,Outer Ring Road,248,35.56,9.82,0,0,Rainy,Low
5,1,Whitefield Main Road,273,34.38,14.45,0,0,Rainy,Low
20,6,Indiranagar 100ft Road,363,27.5,44.35,1,0,Heavy Rain,Medium
3,4,Outer Ring Road,174,35.18,15.38,0,0,Rainy,Low
12,2,Brigade Road,268,37.32,0.0,0,0,Cloudy,Low
22,5,Sarjapur Road,100,39.0,0.0,1,0,Cloudy,Low
17,2,Indiranagar 100ft Road,574,34.26,0.0,0,0,Cloudy,Low
1,4,Silk Board Junction,188,34.73,16.95,0,0,Rainy,Low
3,4,MG Road,289,27.42,48.45,0,0,Heavy Rain,Medium
20,4,Electronic City Flyover,605,33.95,0.0,0,0,Cloudy,Low
18,2,Brigade Road,649,33.51,0.0,0,0,Clear,Low
19,1,Silk Board Junction,293,37.07,0.0,1,0,Clear,Low
5,1,MG Road,186,38.14,0.0,0,0,Cloudy,Low
0,5,Sarjapur Road,125,38.75,0.0,1,0,Cloudy,Low
20,5,Electronic City Flyover,359,36.41,0.0,1,0,Cloudy,Low
10,6,Electronic City Flyover,243,37.57,0.0,1,0,Clear,Low
12,1,Whitefield Main Road,267,22.33,0.0,0,1,Cloudy,Medium
18,5,Whitefield Main Road,279,37.21,0.0,1,0,Cloudy,Low
17,1,MG Road,598,34.02,0.0,0,0,Cloudy,Low
17,2,Brigade Road,710,32.9,0.0,0,0,Cloudy,Low
20,1,Whitefield Main Road,407,34.7,6.14,0,0,Rainy,Low
20,5,Hebbal Flyover,246,37.54,0.0,1,0,Cloudy,Low
20,2,Electronic City Flyover,619,33.81,0.0,0,0,Cloudy,Low
22,2,Silk Board Junction,195,33.91,20.69,0,0,Heavy Rain,Low
18,2,MG Road,299,33.88,15.65,1,0,Rainy,Low
11,1,Silk Board Junction,511,34.89,0.0,0,0,Clear,Low
7,2,Whitefield Main Road,162,38.38,0.0,0,0,Cloudy,Low
7,6,Outer Ring Road,101,38.99,0.0,1,0,Cloudy,Low
3,2,Brigade Road,167,38.33,0.0,0,0,Clear,Low
22,3,Bannerghatta Road,283,37.17,0.0,0,0,Clear,Low
18,3,Outer Ring Road,709,32.91,0.0,0,0,Cloudy,Low
10,0,MG Road,484,35.16,0.0,0,0,Cloudy,Low
12,5,Sarjapur Road,165,30.93,37.12,1,0,Heavy Rain,Low
15,4,Sarjapur Road,277,37.23,0.0,0,0,Cloudy,Low
19,3,Outer Ring Road,685,33.15,0.0,0,0,Clear,Low
12,6,MG Road,128,38.72,0.0,1,0,Clear,Low
22,3,Whitefield Main Road,291,35.65,7.2,0,0,Rainy,Low
4,6,Bannerghatta Road,145,38.55,0.0,1,0,Clear,Low
21,0,Silk Board Junction,576,29.72,22.62,0,0,Heavy Rain,Medium
18,2,Indiranagar 100ft Road,428,35.72,0.0,0,0,Cloudy,Low
5,4,Sarjapur Road,220,29.78,40.1,0,0,Heavy Rain,Medium
22,6,Hebbal Flyover,142,38.58,0.0,1,0,Cloudy,Low
17,2,Sarjapur Road,598,34.02,0.0,0,0,Clear,Low
12,5,Sarjapur Road,351,20.16,6.63,1,1,Rainy,Medium
1,2,Indiranagar 100ft Road,274,30.17,35.47,0,0,Heavy Rain,Low
16,1,Whitefield Main Road,253,32.25,26.08,0,0,Heavy Rain,Low
15,0,Bannerghatta Road,251,37.49,0.0,0,0,Cloudy,Low
11,0,Whitefield Main Road,455,29.73,28.59,0,0,Heavy Rain,Medium
6,3,Indiranagar 100ft Road,261,37.39,0.0,0,0,Cloudy,Low
8,1,MG Road,373,27.84,42.13,1,0,Heavy Rain,Medium
14,1,Silk Board Junction,239,37.61,0.0,0,0,Cloudy,Low
7,5,MG Road,326,21.74,0.0,1,1,Cloudy,Medium
16,5,Outer Ring Road,137,38.63,0.0,1,0,Clear,Low
2,5,MG Road,111,35.15,18.68,1,0,Rainy,Low
3,4,Electronic City Flyover,269,33.85,17.32,0,0,Rainy,Low
0,4,Sarjapur Road,234,37.66,0.0,0,0,Clear,Low
20,1,Bannerghatta Road,616,33.84,0.0,0,0,Clear,Low
15,6,Indiranagar 100ft Road,178,32.4,29.09,1,0,Heavy Rain,Low
13,2,Outer Ring Road,245,35.02,12.67,0,0,Rainy,Low
20,3,Sarjapur Road,707,32.93,0.0,0,0,Cloudy,Low
20,5,Hebbal Flyover,412,35.88,0.0,1,0,Clear,Low
20,6,Sarjapur Road,358,36.42,0.0,1,0,Cloudy,Low
2,4,MG Road,456,10.91,47.63,0,1,Heavy Rain,High
2,1,MG Road,174,38.26,0.0,0,0,Cloudy,Low
5,0,Electronic City Flyover,266,37.34,0.0,0,0,Clear,Low
0,4,Sarjapur Road,209,37.91,0.0,0,0,Clear,Low
9,0,Bannerghatta Road,742,32.58,0.0,0,0,Clear,Low
21,1,Bannerghatta Road,423,35.77,0.0,0,0,Cloudy,Low
18,1,Sarjapur Road,522,34.78,0.0,0,0,Cloudy,Low
5,1,Bannerghatta Road,191,38.09,0.0,0,0,Cloudy,Low
21,2,Hebbal Flyover,591,34.09,0.0,0,0,Cloudy,Low
20,2,MG Road,640,33.6,0.0,0,0,Cloudy,Low
1,2,Electronic City Flyover,265,37.35,0.0,0,0,Cloudy,Low
3,6,Bannerghatta Road,130,38.7,0.0,1,0,Cloudy,Low
17,1,Hebbal Flyover,416,34.03,9.07,0,0,Rainy,Low
2,3,Silk Board Junction,180,28.87,46.67,0,0,Heavy Rain,Medium
23,2,Hebbal Flyover,230,35.68,10.1,0,0,Rainy,Low
19,2,Outer Ring Road,457,27.52,39.57,0,0,Heavy Rain,Medium
9,3,Electronic City Flyover,490,31.04,20.32,0,0,Heavy Rain,Low
7,2,Hebbal Flyover,245,36.11,7.22,0,0,Rainy,Low
3,2,MG Road,204,34.86,15.51,0,0,Rainy,Low
20,5,Electronic City Flyover,307,36.93,0.0,1,0,Clear,Low
4,6,Outer Ring Road,317,18.27,17.81,1,1,Rainy,Medium
4,0,Electronic City Flyover,177,38.23,0.0,0,0,Clear,Low
8,6,Outer Ring Road,253,34.3,15.85,1,0,Rainy,Low
10,2,Brigade Road,529,31.19,17.62,0,0,Rainy,Low
20,6,Bannerghatta Road,360,36.4,0.0,1,0,Clear,Low
11,2,Electronic City Flyover,421,35.79,0.0,0,0,Cloudy,Low
21,1,Indiranagar 100ft Road,625,29.95,19.0,0,0,Rainy,Medium
14,6,Brigade Road,133,38.67,0.0,1,0,Cloudy,Low
8,4,Bannerghatta Road,626,32.01,8.65,0,0,Rainy,Low
17,4,Outer Ring Road,724,32.76,0.0,0,0,Cloudy,Low
21,1,Brigade Road,488,35.12,0.0,0,0,Cloudy,Low
10,5,Electronic City Flyover,405,35.95,0.0,1,0,Cloudy,Low
14,4,Sarjapur Road,163,38.37,0.0,0,0,Clear,Low
17,6,Hebbal Flyover,337,29.93,33.49,1,0,Heavy Rain,Medium
0,4,Bannerghatta Road,291,33.2,19.44,0,0,Rainy,Low
19,0,Outer Ring Road,609,33.91,0.0,0,0,Clear,Low
21,6,Sarjapur Road,243,36.41,5.8,1,0,Rainy,Low
2,1,Brigade Road,157,34.62,19.04,1,0,Rainy,Low
21,0,Sarjapur Road,445,35.55,0.0,0,0,Clear,Low
10,2,Sarjapur Road,692,33.08,0.0,0,0,Clear,Low
4,4,Silk Board Junction,202,37.98,0.0,0,0,Cloudy,Low
13,5,Indiranagar 100ft Road,96,39.04,0.0,1,0,Clear,Low
16,4,Bannerghatta Road,280,37.2,0.0,0,0,Cloudy,Low
12,1,MG Road,242,35.23,11.77,0,0,Rainy,Low
0,6,Silk Board Junction,109,33.05,29.32,1,0,Heavy Rain,Low
20,3,Electronic City Flyover,971,15.29,0.0,0,1,Clear,Medium
5,3,MG Road,182,38.18,0.0,0,0,Clear,Low
15,5,Electronic City Flyover,166,38.34,0.0,1,0,Clear,Low
11,3,Electronic City Flyover,702,32.98,0.0,0,0,Clear,Low
8,4,Brigade Road,595,34.05,0.0,0,0,Clear,Low
11,1,Outer Ring Road,668,33.32,0.0,0,0,Cloudy,Low
14,3,Hebbal Flyover,251,37.49,0.0,0,0,Cloudy,Low
3,5,Hebbal Flyover,143,33.3,26.34,1,0,Heavy Rain,Low
1,0,Sarjapur Road,170,34.41,19.43,0,0,Rainy,Low
11,0,Sarjapur Road,515,34.85,0.0,0,0,Clear,Low
15,2,MG Road,278,30.66,32.78,0,0,Heavy Rain,Low
3,2,MG Road,216,31.7,30.68,0,0,Heavy Rain,Low
9,0,Indiranagar 100ft Road,485,35.15,0.0,0,0,Clear,Low
0,3,Outer Ring Road,262,37.38,0.0,0,0,Clear,Low
3,4,Silk Board Junction,252,37.48,0.0,0,0,Clear,Low
15,4,Silk Board Junction,299,37.01,0.0,0,0,Cloudy,Low
22,2,Outer Ring Road,223,34.11,18.3,0,0,Rainy,Low
22,6,Bannerghatta Road,157,32.87,27.8,1,0,Heavy Rain,Low
6,3,Brigade Road,290,37.1,0.0,0,0,Cloudy,Low
20,0,Silk Board Junction,532,32.84,9.18,0,0,Rainy,Low
5,5,Outer Ring Road,141,35.46,15.64,1,0,Rainy,Low
18,2,Brigade Road,603,33.97,0.0,0,0,Cloudy,Low
14,0,MG Road,195,38.05,0.0,0,0,Clear,Low
11,0,Whitefield Main Road,414,35.86,0.0,0,0,Cloudy,Low
0,3,Hebbal Flyover,191,32.37,28.59,0,0,Heavy Rain,Low
6,3,Hebbal Flyover,254,31.56,29.5,0,0,Heavy Rain,Low
22,6,Silk Board Junction,120,32.72,30.42,1,0,Heavy Rain,Low
16,1,Electronic City Flyover,180,32.06,30.7,0,0,Heavy Rain,Low
21,1,Brigade Road,529,31.2,17.55,0,0,Rainy,Low
2,1,Whitefield Main Road,265,37.35,0.0,0,0,Cloudy,Low
22,3,Electronic City Flyover,258,37.42,0.0,0,0,Cloudy,Low
12,5,Brigade Road,179,37.1,5.54,1,0,Rainy,Low
0,1,Outer Ring Road,279,35.68,7.64,0,0,Rainy,Low
19,3,Silk Board Junction,244,33.4,20.8,1,0,Heavy Rain,Low
2,3,Brigade Road,257,28.15,46.39,0,0,Heavy Rain,Medium
7,0,Indiranagar 100ft Road,168,35.92,12.0,0,0,Rainy,Low
6,4,Indiranagar 100ft Road,238,37.62,0.0,0,0,Clear,Low
19,1,Brigade Road,628,33.72,0.0,0,0,Cloudy,Low
12,3,Silk Board Junction,187,38.13,0.0,0,0,Clear,Low
3,4,Sarjapur Road,245,37.55,0.0,0,0,Cloudy,Low
0,3,Silk Board Junction,179,31.48,33.64,0,0,Heavy Rain,Low
21,5,Electronic City Flyover,310,28.45,42.23,1,0,Heavy Rain,Medium
7,2,MG Road,264,37.36,0.0,0,0,Cloudy,Low
1,4,Electronic City Flyover,523,18.06,8.55,0,1,Rainy,Medium
17,1,Brigade Road,584,34.16,0.0,0,0,Clear,Low
14,6,Whitefield Main Road,153,33.45,25.12,1,0,Heavy Rain,Low
14,4,Outer Ring Road,187,38.13,0.0,0,0,Cloudy,Low
6,6,Electronic City Flyover,105,38.95,0.0,1,0,Clear,Low
16,4,MG Road,292,31.63,27.23,0,0,Heavy Rain,Low
9,1,Whitefield Main Road,539,29.46,25.73,0,0,Heavy Rain,Medium
0,3,Silk Board Junction,179,38.21,0.0,0,0,Cloudy,Low
21,4,Hebbal Flyover,429,35.71,0.0,0,0,Cloudy,Low
8,5,Brigade Road,262,36.01,6.86,1,0,Rainy,Low
0,4,Silk Board Junction,243,29.33,41.18,0,0,Heavy Rain,Medium
12,2,Brigade Road,205,29.29,43.3,0,0,Heavy Rain,Medium
1,1,Electronic City Flyover,214,37.86,0.0,0,0,Cloudy,Low
6,0,MG Road,437,20.63,0.0,0,1,Cloudy,Medium
8,1,Hebbal Flyover,527,27.3,37.13,0,0,Heavy Rain,Medium
14,6,Sarjapur Road,134,38.66,0.0,1,0,Cloudy,Low
20,6,Hebbal Flyover,397,29.86,30.86,1,0,Heavy Rain,Medium
12,2,Sarjapur Road,113,37.19,8.41,1,0,Rainy,Low
13,1,MG Road,194,38.06,0.0,0,0,Clear,Low
1,1,Hebbal Flyover,237,37.63,0.0,0,0,Clear,Low
9,4,Outer Ring Road,694,27.31,28.76,0,0,Heavy Rain,Medium
21,6,MG Road,369,21.31,0.0,1,1,Clear,Medium
21,1,Bannerghatta Road,472,33.63,8.23,0,0,Rainy,Low
20,5,Bannerghatta Road,419,34.39,7.12,1,0,Rainy,Low
3,3,Sarjapur Road,388,16.45,23.37,0,1,Heavy Rain,Medium
12,3,Brigade Road,196,38.04,0.0,0,0,Cloudy,Low
19,4,Brigade Road,683,33.17,0.0,0,0,Clear,Low
1,2,Electronic City Flyover,215,34.12,18.64,0,0,Rainy,Low
18,1,Indiranagar 100ft Road,401,34.79,5.99,0,0,Rainy,Low
15,5,Brigade Road,154,33.17,26.46,1,0,Heavy Rain,Low
21,3,Hebbal Flyover,705,32.95,0.0,0,0,Cloudy,Low
2,3,Sarjapur Road,270,37.3,0.0,0,0,Clear,Low
18,4,Hebbal Flyover,515,34.85,0.0,0,0,Clear,Low
18,0,Electronic City Flyover,695,28.26,23.93,0,0,Heavy Rain,Medium
13,0,Whitefield Main Road,171,38.29,0.0,0,0,Cloudy,Low
14,4,Brigade Road,223,37.77,0.0,0,0,Cloudy,Low
4,0,Brigade Road,153,38.47,0.0,1,0,Clear,Low
0,1,Sarjapur Road,197,38.03,0.0,0,0,Clear,Low
6,4,Indiranagar 100ft Road,287,32.67,22.31,0,0,Heavy Rain,Low
5,3,Indiranagar 100ft Road,227,37.73,0.0,0,0,Clear,Low
8,0,Bannerghatta Road,421,35.79,0.0,0,0,Clear,Low
5,1,Whitefield Main Road,272,37.28,0.0,0,0,Clear,Low
23,0,Sarjapur Road,160,38.4,0.0,0,0,Clear,Low
7,5,Bannerghatta Road,111,34.07,24.1,1,0,Heavy Rain,Low
18,3,Hebbal Flyover,442,34.57,5.06,0,0,Rainy,Low
16,4,Bannerghatta Road,299,28.23,43.88,0,0,Heavy Rain,Medium
15,1,Silk Board Junction,263,34.64,13.64,0,0,Rainy,Low
19,6,Indiranagar 100ft Road,306,36.94,0.0,1,0,Cloudy,Low
15,4,Indiranagar 100ft Road,477,14.19,30.21,0,1,Heavy Rain,High
1,2,Sarjapur Road,213,37.87,0.0,0,0,Clear,Low
0,0,Brigade Road,233,35.22,12.24,0,0,Rainy,Low
0,2,Sarjapur Road,234,30.64,35.11,0,0,Heavy Rain,Low
4,1,Whitefield Main Road,281,28.52,43.34,0,0,Heavy Rain,Medium
23,3,Electronic City Flyover,210,36.07,9.15,0,0,Rainy,Low
22,2,Sarjapur Road,225,34.12,18.17,0,0,Rainy,Low
20,0,Electronic City Flyover,408,35.92,0.0,0,0,Clear,Low
7,1,MG Road,151,30.96,37.65,1,0,Heavy Rain,Low
13,1,Whitefield Main Road,243,34.03,17.69,0,0,Rainy,Low
5,0,Bannerghatta Road,249,29.32,40.94,0,0,Heavy Rain,Medium
7,5,Hebbal Flyover,177,38.23,0.0,1,0,Clear,Low
17,4,Sarjapur Road,654,33.46,0.0,0,0,Cloudy,Low
13,5,Hebbal Flyover,165,38.35,0.0,1,0,Cloudy,Low
3,4,Brigade Road,218,37.82,0.0,0,0,Clear,Low
21,5,Electronic City Flyover,392,36.08,0.0,1,0,Cloudy,Low
23,5,Whitefield Main Road,163,32.07,31.48,1,0,Heavy Rain,Low
3,2,Outer Ring Road,230,37.7,0.0,0,0,Cloudy,Low
13,5,Whitefield Main Road,158,38.42,0.0,1,0,Cloudy,Low
22,1,Electronic City Flyover,162,38.38,0.0,0,0,Clear,Low
6,2,Bannerghatta Road,372,21.28,0.0,0,1,Clear,Medium
19,5,Whitefield Main Road,252,27.91,47.84,1,0,Heavy Rain,Medium
23,5,MG Road,133,38.67,0.0,1,0,Clear,Low
12,5,Indiranagar 100ft Road,99,39.01,0.0,1,0,Cloudy,Low
11,5,Whitefield Main Road,385,36.15,0.0,1,0,Clear,Low
8,5,Outer Ring Road,318,36.82,0.0,1,0,Cloudy,Low
22,6,Outer Ring Road,174,28.44,49.08,1,0,Heavy Rain,Medium
4,2,Outer Ring Road,205,37.95,0.0,0,0,Clear,Low
6,4,Silk Board Junction,248,37.52,0.0,0,0,Clear,Low
13,3,Bannerghatta Road,220,28.51,46.45,0,0,Heavy Rain,Medium
21,6,Sarjapur Road,358,36.42,0.0,1,0,Cloudy,Low
11,4,Bannerghatta Road,500,31.55,17.26,0,0,Rainy,Low
21,2,Electronic City Flyover,744,32.56,0.0,0,0,Clear,Low
13,3,Outer Ring Road,231,34.31,16.88,0,0,Rainy,Low
4,6,Brigade Road,146,38.54,0.0,1,0,Clear,Low
16,5,MG Road,170,36.99,6.57,1,0,Rainy,Low
0,3,Indiranagar 100ft Road,191,34.52,17.87,0,0,Rainy,Low
9,4,MG Road,683,33.17,0.0,0,0,Clear,Low
14,2,Hebbal Flyover,215,37.85,0.0,0,0,Cloudy,Low
9,2,Silk Board Junction,678,30.94,11.42,0,0,Rainy,Low
11,2,Silk Board Junction,552,24.72,48.8,0,0,Heavy Rain,Medium
0,4,Outer Ring Road,178,37.12,5.48,0,0,Rainy,Low
7,0,Electronic City Flyover,289,29.9,36.03,0,0,Heavy Rain,Medium
11,0,Electronic City Flyover,696,26.33,33.54,0,0,Heavy Rain,Medium
16,2,Outer Ring Road,297,37.03,0.0,0,0,Cloudy,Low
21,0,Silk Board Junction,516,34.84,0.0,0,0,Clear,Low
9,3,Silk Board Junction,673,33.27,0.0,0,0,Cloudy,Low
16,3,MG Road,172,38.28,0.0,0,0,Clear,Low
0,3,Brigade Road,284,37.16,0.0,0,0,Clear,Low
10,4,Silk Board Junction,469,35.31,0.0,0,0,Cloudy,Low
1,4,Silk Board Junction,203,37.97,0.0,0,0,Clear,Low
14,4,Hebbal Flyover,195,38.05,0.0,0,0,Clear,Low
14,0,Electronic City Flyover,240,37.6,0.0,0,0,Cloudy,Low
15,1,Bannerghatta Road,280,33.02,20.89,0,0,Heavy Rain,Low
2,2,Indiranagar 100ft Road,275,37.25,0.0,0,0,Clear,Low
13,1,Electronic City Flyover,297,37.03,0.0,0,0,Clear,Low
0,1,Whitefield Main Road,275,37.25,0.0,0,0,Cloudy,Low
22,1,Hebbal Flyover,281,35.13,10.32,0,0,Rainy,Low
9,0,Bannerghatta Road,736,31.02,8.12,0,0,Rainy,Low
12,0,Electronic City Flyover,245,34.56,14.94,0,0,Rainy,Low
10,4,Electronic City Flyover,504,32.35,13.03,0,0,Rainy,Low
11,3,Outer Ring Road,492,35.08,0.0,0,0,Clear,Low
0,5,Outer Ring Road,126,38.74,0.0,1,0,Clear,Low
9,3,Indiranagar 100ft Road,524,32.11,13.23,0,0,Rainy,Low
0,6,Silk Board Junction,155,38.45,0.0,1,0,Cloudy,Low
19,3,Whitefield Main Road,474,32.28,14.9,0,0,Rainy,Low
20,5,Silk Board Junction,334,35.6,5.28,1,0,Rainy,Low
2,4,Whitefield Main Road,203,35.15,14.09,0,0,Rainy,Low
20,0,Outer Ring Road,467,30.33,25.02,0,0,Heavy Rain,Low
23,5,Silk Board Junction,113,37.3,7.87,1,0,Rainy,Low
6,6,Indiranagar 100ft Road,121,38.79,0.0,1,0,Cloudy,Low
12,0,Indiranagar 100ft Road,170,38.3,0.0,0,0,Clear,Low
6,6,Whitefield Main Road,141,38.59,0.0,1,0,Clear,Low
4,6,Brigade Road,105,35.86,15.43,1,0,Rainy,Low
5,6,MG Road,149,29.71,43.99,1,0,Heavy Rain,Medium
13,4,Sarjapur Road,289,28.41,43.5,0,0,Heavy Rain,Medium
12,6,Electronic City Flyover,145,33.82,23.67,1,0,Heavy Rain,Low
18,0,Indiranagar 100ft Road,402,29.99,29.96,0,0,Heavy Rain,Medium
14,1,MG Road,284,37.16,0.0,0,0,Clear,Low
18,4,Hebbal Flyover,748,26.7,29.1,0,0,Heavy Rain,Medium
12,3,Whitefield Main Road,198,38.02,0.0,0,0,Clear,Low
13,0,Electronic City Flyover,170,35.81,12.44,1,0,Rainy,Low
16,5,Electronic City Flyover,148,35.17,16.75,1,0,Rainy,Low
5,1,Outer Ring Road,291,37.09,0.0,0,0,Cloudy,Low
6,2,MG Road,270,37.3,0.0,0,0,Clear,Low
8,2,Brigade Road,570,32.73,7.83,0,0,Rainy,Low
4,4,Silk Board Junction,200,38.0,0.0,0,0,Clear,Low
5,2,Brigade Road,273,35.44,9.17,0,0,Rainy,Low
23,0,Electronic City Flyover,117,34.75,20.41,1,0,Heavy Rain,Low
7,0,Bannerghatta Road,226,37.74,0.0,0,0,Cloudy,Low
14,3,Silk Board Junction,165,38.35,0.0,0,0,Cloudy,Low
10,1,Brigade Road,410,30.83,25.35,1,0,Heavy Rain,Low
23,5,Indiranagar 100ft Road,155,31.52,34.63,1,0,Heavy Rain,Low
11,0,Silk Board Junction,659,33.41,0.0,0,0,Clear,Low
9,3,Sarjapur Road,406,35.94,0.0,1,0,Cloudy,Low
15,3,Outer Ring Road,262,32.69,23.46,0,0,Heavy Rain,Low
16,6,Electronic City Flyover,173,38.27,0.0,1,0,Clear,Low
20,2,MG Road,557,31.19,16.2,0,0,Rainy,Low
7,0,Outer Ring Road,283,36.11,5.31,0,0,Rainy,Low
18,6,Outer Ring Road,265,37.35,0.0,1,0,Cloudy,Low
20,1,Electronic City Flyover,457,35.43,0.0,0,0,Cloudy,Low
9,3,Outer Ring Road,274,35.93,6.66,1,0,Rainy,Low
16,3,Whitefield Main Road,226,33.61,20.63,0,0,Heavy Rain,Low
19,6,MG Road,357,32.93,17.5,1,0,Rainy,Low
3,2,Sarjapur Road,292,33.11,19.85,0,0,Rainy,Low
3,3,Whitefield Main Road,234,28.85,44.06,0,0,Heavy Rain,Medium
14,4,Sarjapur Road,295,37.05,0.0,0,0,Clear,Low
22,1,Electronic City Flyover,177,29.28,44.77,0,0,Heavy Rain,Medium
13,4,Bannerghatta Road,250,37.5,0.0,0,0,Cloudy,Low
23,2,Indiranagar 100ft Road,170,38.3,0.0,0,0,Clear,Low
23,3,Bannerghatta Road,427,20.73,0.0,0,1,Clear,Medium
5,3,Whitefield Main Road,206,37.94,0.0,0,0,Clear,Low
13,2,Outer Ring Road,190,33.55,22.73,0,0,Heavy Rain,Low
22,6,Bannerghatta Road,105,38.95,0.0,1,0,Cloudy,Low
22,1,Sarjapur Road,251,37.49,0.0,0,0,Cloudy,Low
9,2,Indiranagar 100ft Road,372,30.07,31.04,1,0,Heavy Rain,Low
20,3,Outer Ring Road,683,33.17,0.0,0,0,Clear,Low
13,6,Electronic City Flyover,163,38.37,0.0,1,0,Clear,Low
